#序号	技能	职业	等级
23861	47	317	5
23862	48	317	5
23863	49	317	5
23864	50	317	5
23865	51	317	5
23866	52	317	5
23867	53	317	5
23868	54	317	5
23869	55	317	5
23870	56	317	5
23871	57	317	5
23872	58	317	5
23873	59	317	5
23874	60	317	5
23875	61	317	5
23876	62	317	5
23877	63	317	5
23878	64	317	5
23879	65	317	5
23880	66	317	5
23881	67	317	5
23882	68	317	5
23883	69	317	5
23884	70	317	5
23885	71	317	6
23886	72	317	0
23887	73	317	0
23888	74	317	0
23889	75	317	0
23890	76	317	0
23891	77	317	0
23892	78	317	0
23893	79	317	0
23894	80	317	0
23895	81	317	0
23896	82	317	0
23897	83	317	0
23898	84	317	0
23899	85	317	0
23900	86	317	0
23901	87	317	0
23902	88	317	0
23903	89	317	0
23904	93	317	0
23905	150	317	0
23906	160	317	0
23907	170	317	0
23908	200	317	6
23909	201	317	6
23910	202	317	6
23911	203	317	6
23912	204	317	6
23913	205	317	6
23914	206	317	6
23915	207	317	10
23916	208	317	10
23917	209	317	10
23918	210	317	10
23919	211	317	10
23920	212	317	10
23921	213	317	10
23922	214	317	10
23923	215	317	7
23924	216	317	7
23925	217	317	6
23926	218	317	10
23927	219	317	7
23928	220	317	6
23929	221	317	0
23930	222	317	0
23931	223	317	7
23932	224	317	7
23933	225	317	9
23934	226	317	9
23935	227	317	9
23936	250	317	6
23937	251	317	6
23938	252	317	6
23939	253	317	6
23940	0	321	1
23941	1	321	1
23942	2	321	0
23943	3	321	1
23944	4	321	1
23945	5	321	1
23946	6	321	1
23947	7	321	1
23948	8	321	1
23949	9	321	1
23950	10	321	1
23951	11	321	1
23952	12	321	1
23953	13	321	1
23954	14	321	1
23955	15	321	1
23956	16	321	1
23957	17	321	1
23958	18	321	1
23959	19	321	1
23960	20	321	1
23961	21	321	1
23962	22	321	1
23963	23	321	1
23964	24	321	1
23965	25	321	1
23966	26	321	1
23967	27	321	1
23968	28	321	1
23969	29	321	1
23970	30	321	1
23971	31	321	1
23972	32	321	1
23973	33	321	1
23974	34	321	1
23975	35	321	1
23976	36	321	1
23977	37	321	1
23978	38	321	1
23979	39	321	1
23980	40	321	1
23981	41	321	1
23982	42	321	1
23983	43	321	1
23984	44	321	1
23985	45	321	1
23986	46	321	1
23987	47	321	1
23988	48	321	1
23989	49	321	1
23990	50	321	1
23991	51	321	1
23992	52	321	1
23993	53	321	1
23994	54	321	1
23995	55	321	1
23996	56	321	1
23997	57	321	1
23998	58	321	1
23999	59	321	1
24000	60	321	1
24001	61	321	1
24002	62	321	1
24003	63	321	1
24004	64	321	1
24005	65	321	1
24006	66	321	1
24007	67	321	1
24008	68	321	1
24009	69	321	1
24010	70	321	1
24011	71	321	1
24012	72	321	0
24013	73	321	0
24014	74	321	0
24015	75	321	0
24016	76	321	0
24017	77	321	0
24018	78	321	0
24019	79	321	0
24020	80	321	0
24021	81	321	0
24022	82	321	0
24023	83	321	0
24024	84	321	0
24025	85	321	0
24026	86	321	0
24027	87	321	0
24028	88	321	0
24029	89	321	0
24030	93	321	0
24031	150	321	0
24032	160	321	0
24033	170	321	0
24034	200	321	6
24035	201	321	6
24036	202	321	6
24037	203	321	6
24038	204	321	6
24039	205	321	6
24040	206	321	6
24041	207	321	10
24042	208	321	10
24043	209	321	10
24044	210	321	10
24045	211	321	10
24046	212	321	10
24047	213	321	10
24048	214	321	10
24049	215	321	2
24050	216	321	2
24051	217	321	6
24052	218	321	10
24053	219	321	2
24054	220	321	1
24055	221	321	0
24056	222	321	0
24057	223	321	2
24058	224	321	2
24059	225	321	2
24060	226	321	2
24061	227	321	2
24062	250	321	1
24063	251	321	1
24064	252	321	1
24065	253	321	1
24066	0	322	2
24067	1	322	2
24068	2	322	0
24069	3	322	2
24070	4	322	2
24071	5	322	2
24072	6	322	2
24073	7	322	2
24074	8	322	2
24075	9	322	2
24076	10	322	1
24077	11	322	2
24078	12	322	2
24079	13	322	2
24080	14	322	2
24081	15	322	2
24082	16	322	2
24083	17	322	2
24084	18	322	2
24085	19	322	2
24086	20	322	2
24087	21	322	2
24088	22	322	2
24089	23	322	2
24090	24	322	2
24091	25	322	2
24092	26	322	2
24093	27	322	2
24094	28	322	2
24095	29	322	2
24096	30	322	2
24097	31	322	2
24098	32	322	2
24099	33	322	2
24100	34	322	2
24101	35	322	2
24102	36	322	2
24103	37	322	2
24104	38	322	2
24105	39	322	2
24106	40	322	2
24107	41	322	2
24108	42	322	2
24109	43	322	2
24110	44	322	2
24111	45	322	2
24112	46	322	2
24113	47	322	2
24114	48	322	2
24115	49	322	2
24116	50	322	2
24117	51	322	2
24118	52	322	2
24119	53	322	2
24120	54	322	2
24121	55	322	2
24122	56	322	2
24123	57	322	2
24124	58	322	2
24125	59	322	2
24126	60	322	2
24127	61	322	2
24128	62	322	2
24129	63	322	2
24130	64	322	2
24131	65	322	2
24132	66	322	2
24133	67	322	2
24134	68	322	2
24135	69	322	2
24136	70	322	2
24137	71	322	2
24138	72	322	0
24139	73	322	0
24140	74	322	0
24141	75	322	0
24142	76	322	0
24143	77	322	0
24144	78	322	0
24145	79	322	0
24146	80	322	0
24147	81	322	0
24148	82	322	0
24149	83	322	0
24150	84	322	0
24151	85	322	0
24152	86	322	0
24153	87	322	0
24154	88	322	0
24155	89	322	0
24156	93	322	0
24157	150	322	0
24158	160	322	0
24159	170	322	0
24160	200	322	6
24161	201	322	6
24162	202	322	6
24163	203	322	6
24164	204	322	6
24165	205	322	6
24166	206	322	6
24167	207	322	10
24168	208	322	10
24169	209	322	10
24170	210	322	10
24171	211	322	10
24172	212	322	10
24173	213	322	10
24174	214	322	10
24175	215	322	2
24176	216	322	2
24177	217	322	6
24178	218	322	10
24179	219	322	2
24180	220	322	1
24181	221	322	0
24182	222	322	0
24183	223	322	2
24184	224	322	2
24185	225	322	3
24186	226	322	3
24187	227	322	3
24188	250	322	1
24189	251	322	1
24190	252	322	1
24191	253	322	1
24192	0	323	2
24193	1	323	2
24194	2	323	0
24195	3	323	2
24196	4	323	2
24197	5	323	2
24198	6	323	2
24199	7	323	2
24200	8	323	2
24201	9	323	2
24202	10	323	1
24203	11	323	2
24204	12	323	2
24205	13	323	2
24206	14	323	2
24207	15	323	2
24208	16	323	2
24209	17	323	2
24210	18	323	2
24211	19	323	2
24212	20	323	2
24213	21	323	2
24214	22	323	2
24215	23	323	2
24216	24	323	2
24217	25	323	2
24218	26	323	2
24219	27	323	2
24220	28	323	2
24221	29	323	2
24222	30	323	2
24223	31	323	2
24224	32	323	2
24225	33	323	2
24226	34	323	2
24227	35	323	2
24228	36	323	2
24229	37	323	2
24230	38	323	2
24231	39	323	2
24232	40	323	2
24233	41	323	2
24234	42	323	2
24235	43	323	2
24236	44	323	2
24237	45	323	2
24238	46	323	2
24239	47	323	2
24240	48	323	2
24241	49	323	2
24242	50	323	2
24243	51	323	2
24244	52	323	2
24245	53	323	2
24246	54	323	2
24247	55	323	2
24248	56	323	2
24249	57	323	2
24250	58	323	2
24251	59	323	2
24252	60	323	2
24253	61	323	2
24254	62	323	2
24255	63	323	2
24256	64	323	2
24257	65	323	2
24258	66	323	2
24259	67	323	2
24260	68	323	2
24261	69	323	2
24262	70	323	2
24263	71	323	2
24264	72	323	0
24265	73	323	0
24266	74	323	0
24267	75	323	0
24268	76	323	0
24269	77	323	0
24270	78	323	0
24271	79	323	0
24272	80	323	0
24273	81	323	0
24274	82	323	0
24275	83	323	0
24276	84	323	0
24277	85	323	0
24278	86	323	0
24279	87	323	0
24280	88	323	0
24281	89	323	0
24282	93	323	0
24283	150	323	0
24284	160	323	0
24285	170	323	0
24286	200	323	6
24287	201	323	6
24288	202	323	6
24289	203	323	6
24290	204	323	6
24291	205	323	6
24292	206	323	6
24293	207	323	10
24294	208	323	10
24295	209	323	10
24296	210	323	10
24297	211	323	10
24298	212	323	10
24299	213	323	10
24300	214	323	10
24301	215	323	2
24302	216	323	2
24303	217	323	6
24304	218	323	10
24305	219	323	2
24306	220	323	1
24307	221	323	0
24308	222	323	0
24309	223	323	2
24310	224	323	2
24311	225	323	4
24312	226	323	4
24313	227	323	4
24314	250	323	1
24315	251	323	1
24316	252	323	1
24317	253	323	1
24318	0	324	2
24319	1	324	2
24320	2	324	0
24321	3	324	2
24322	4	324	2
24323	5	324	2
24324	6	324	2
24325	7	324	2
24326	8	324	2
24327	9	324	2
24328	10	324	1
24329	11	324	2
24330	12	324	2
24331	13	324	2
24332	14	324	2
24333	15	324	2
24334	16	324	2
24335	17	324	2
24336	18	324	2
24337	19	324	2
24338	20	324	2
24339	21	324	2
24340	22	324	2
24341	23	324	2
24342	24	324	2
24343	25	324	2
24344	26	324	2
24345	27	324	2
24346	28	324	2
24347	29	324	2
24348	30	324	2
24349	31	324	2
24350	32	324	2
24351	33	324	2
24352	34	324	2
24353	35	324	2
24354	36	324	2
24355	37	324	2
24356	38	324	2
24357	39	324	2
24358	40	324	2
24359	41	324	2
24360	42	324	2
24361	43	324	2
24362	44	324	2
24363	45	324	2
24364	46	324	2
24365	47	324	2
24366	48	324	2
24367	49	324	2
24368	50	324	2
24369	51	324	2
24370	52	324	2
24371	53	324	2
24372	54	324	2
24373	55	324	2
24374	56	324	2
24375	57	324	2
24376	58	324	2
24377	59	324	2
24378	60	324	2
24379	61	324	2
24380	62	324	2
24381	63	324	2
24382	64	324	2
24383	65	324	2
24384	66	324	2
24385	67	324	2
24386	68	324	2
24387	69	324	2
24388	70	324	2
24389	71	324	3
24390	72	324	0
24391	73	324	0
24392	74	324	0
24393	75	324	0
24394	76	324	0
24395	77	324	0
24396	78	324	0
24397	79	324	0
24398	80	324	0
24399	81	324	0
24400	82	324	0
24401	83	324	0
24402	84	324	0
24403	85	324	0
24404	86	324	0
24405	87	324	0
24406	88	324	0
24407	89	324	0
24408	93	324	0
24409	150	324	0
24410	160	324	0
24411	170	324	0
24412	200	324	6
24413	201	324	6
24414	202	324	6
24415	203	324	6
24416	204	324	6
24417	205	324	6
24418	206	324	6
24419	207	324	10
24420	208	324	10
24421	209	324	10
24422	210	324	10
24423	211	324	10
24424	212	324	10
24425	213	324	10
24426	214	324	10
24427	215	324	2
24428	216	324	2
24429	217	324	6
24430	218	324	10
24431	219	324	2
24432	220	324	1
24433	221	324	0
24434	222	324	0
24435	223	324	2
24436	224	324	2
24437	225	324	4
24438	226	324	4
24439	227	324	4
24440	250	324	1
24441	251	324	1
24442	252	324	1
24443	253	324	1
24444	0	325	3
24445	1	325	3
24446	2	325	0
24447	3	325	3
24448	4	325	3
24449	5	325	3
24450	6	325	3
24451	7	325	3
24452	8	325	3
24453	9	325	3
24454	10	325	2
24455	11	325	3
24456	12	325	3
24457	13	325	3
24458	14	325	3
24459	15	325	3
24460	16	325	3
24461	17	325	3
24462	18	325	3
24463	19	325	3
24464	20	325	3
24465	21	325	3
24466	22	325	3
24467	23	325	3
24468	24	325	3
24469	25	325	3
24470	26	325	3
24471	27	325	3
24472	28	325	3
24473	29	325	3
24474	30	325	3
24475	31	325	3
24476	32	325	3
24477	33	325	3
24478	34	325	3
24479	35	325	3
24480	36	325	3
24481	37	325	3
24482	38	325	3
24483	39	325	3
24484	40	325	3
24485	41	325	3
24486	42	325	3
24487	43	325	3
24488	44	325	3
24489	45	325	3
24490	46	325	3
24491	47	325	3
24492	48	325	3
24493	49	325	3
24494	50	325	3
24495	51	325	3
24496	52	325	3
24497	53	325	3
24498	54	325	3
24499	55	325	3
24500	56	325	3
24501	57	325	3
24502	58	325	3
24503	59	325	3
24504	60	325	3
24505	61	325	3
24506	62	325	3
24507	63	325	3
24508	64	325	3
24509	65	325	3
24510	66	325	3
24511	67	325	3
24512	68	325	3
24513	69	325	3
24514	70	325	3
24515	71	325	4
24516	72	325	0
24517	73	325	0
24518	74	325	0
24519	75	325	0
24520	76	325	0
24521	77	325	0
24522	78	325	0
24523	79	325	0
24524	80	325	0
24525	81	325	0
24526	82	325	0
24527	83	325	0
24528	84	325	0
24529	85	325	0
24530	86	325	0
24531	87	325	0
24532	88	325	0
24533	89	325	0
24534	93	325	0
24535	150	325	0
24536	160	325	0
24537	170	325	0
24538	200	325	6
24539	201	325	6
24540	202	325	6
24541	203	325	6
24542	204	325	6
24543	205	325	6
24544	206	325	6
24545	207	325	10
24546	208	325	10
24547	209	325	10
24548	210	325	10
24549	211	325	10
24550	212	325	10
24551	213	325	10
24552	214	325	10
24553	215	325	4
24554	216	325	4
24555	217	325	6
24556	218	325	10
24557	219	325	4
24558	220	325	3
24559	221	325	0
24560	222	325	0
24561	223	325	4
24562	224	325	4
24563	225	325	6
24564	226	325	6
24565	227	325	6
24566	250	325	3
24567	251	325	3
24568	252	325	3
24569	253	325	3
24570	0	326	4
24571	1	326	4
24572	2	326	0
24573	3	326	4
24574	4	326	4
24575	5	326	4
24576	6	326	4
24577	7	326	4
24578	8	326	4
24579	9	326	4
24580	10	326	3
24581	11	326	4
24582	12	326	4
24583	13	326	4
24584	14	326	4
24585	15	326	4
24586	16	326	4
24587	17	326	4
24588	18	326	4
24589	19	326	4
24590	20	326	4
24591	21	326	4
24592	22	326	4
24593	23	326	4
24594	24	326	4
24595	25	326	4
24596	26	326	4
24597	27	326	4
24598	28	326	4
24599	29	326	4
24600	30	326	4
24601	31	326	4
24602	32	326	4
24603	33	326	4
24604	34	326	4
24605	35	326	4
24606	36	326	4
24607	37	326	4
24608	38	326	4
24609	39	326	4
24610	40	326	4
24611	41	326	4
24612	42	326	4
24613	43	326	4
24614	44	326	4
24615	45	326	4
24616	46	326	4
24617	47	326	4
24618	48	326	4
24619	49	326	4
24620	50	326	4
24621	51	326	4
24622	52	326	4
24623	53	326	4
24624	54	326	4
24625	55	326	4
24626	56	326	4
24627	57	326	4
24628	58	326	4
24629	59	326	4
24630	60	326	4
24631	61	326	4
24632	62	326	4
24633	63	326	4
24634	64	326	4
24635	65	326	4
24636	66	326	4
24637	67	326	4
24638	68	326	4
24639	69	326	4
24640	70	326	4
24641	71	326	5
24642	72	326	0
24643	73	326	0
24644	74	326	0
24645	75	326	0
24646	76	326	0
24647	77	326	0
24648	78	326	0
24649	79	326	0
24650	80	326	0
24651	81	326	0
24652	82	326	0
24653	83	326	0
24654	84	326	0
24655	85	326	0
24656	86	326	0
24657	87	326	0
24658	88	326	0
24659	89	326	0
24660	93	326	0
24661	150	326	0
24662	160	326	0
24663	170	326	0
24664	200	326	6
24665	201	326	6
24666	202	326	6
24667	203	326	6
24668	204	326	6
24669	205	326	6
24670	206	326	6
24671	207	326	10
24672	208	326	10
24673	209	326	10
24674	210	326	10
24675	211	326	10
24676	212	326	10
24677	213	326	10
24678	214	326	10
24679	215	326	6
24680	216	326	6
24681	217	326	6
24682	218	326	10
24683	219	326	6
24684	220	326	5
24685	221	326	0
24686	222	326	0
24687	223	326	6
24688	224	326	6
24689	225	326	8
24690	226	326	8
24691	227	326	8
24692	250	326	5
24693	251	326	5
24694	252	326	5
24695	253	326	5
24696	0	327	5
24697	1	327	5
24698	2	327	0
24699	3	327	5
24700	4	327	5
24701	5	327	5
24702	6	327	5
24703	7	327	5
24704	8	327	5
24705	9	327	5
24706	10	327	4
24707	11	327	5
24708	12	327	5
24709	13	327	5
24710	14	327	5
24711	15	327	5
24712	16	327	5
24713	17	327	5
24714	18	327	5
24715	19	327	5
24716	20	327	5
24717	21	327	5
24718	22	327	5
24719	23	327	5
24720	24	327	5
24721	25	327	5
24722	26	327	5
24723	27	327	5
24724	28	327	5
24725	29	327	5
24726	30	327	5
24727	31	327	5
24728	32	327	5
24729	33	327	5
24730	34	327	5
24731	35	327	5
24732	36	327	5
24733	37	327	5
24734	38	327	5
24735	39	327	5
24736	40	327	5
24737	41	327	5
24738	42	327	5
24739	43	327	5
24740	44	327	5
24741	45	327	5
24742	46	327	5
24743	47	327	5
24744	48	327	5
24745	49	327	5
24746	50	327	5
24747	51	327	5
24748	52	327	5
24749	53	327	5
24750	54	327	5
24751	55	327	5
24752	56	327	5
24753	57	327	5
24754	58	327	5
24755	59	327	5
24756	60	327	5
24757	61	327	5
24758	62	327	5
24759	63	327	5
24760	64	327	5
24761	65	327	5
24762	66	327	5
24763	67	327	5
24764	68	327	5
24765	69	327	5
24766	70	327	5
24767	71	327	6
24768	72	327	0
24769	73	327	0
24770	74	327	0
24771	75	327	0
24772	76	327	0
24773	77	327	0
24774	78	327	0
24775	79	327	0
24776	80	327	0
24777	81	327	0
24778	82	327	0
24779	83	327	0
24780	84	327	0
24781	85	327	0
24782	86	327	0
24783	87	327	0
24784	88	327	0
24785	89	327	0
24786	93	327	0
24787	150	327	0
24788	160	327	0
24789	170	327	0
24790	200	327	6
24791	201	327	6
24792	202	327	6
24793	203	327	6
24794	204	327	6
24795	205	327	6
24796	206	327	6
24797	207	327	10
24798	208	327	10
24799	209	327	10
24800	210	327	10
24801	211	327	10
24802	212	327	10
24803	213	327	10
24804	214	327	10
24805	215	327	7
24806	216	327	7
24807	217	327	6
24808	218	327	10
24809	219	327	7
24810	220	327	6
24811	221	327	0
24812	222	327	0
24813	223	327	7
24814	224	327	7
24815	225	327	9
24816	226	327	9
24817	227	327	9
24818	250	327	6
24819	251	327	6
24820	252	327	6
24821	253	327	6
24822	0	331	1
24823	1	331	1
24824	2	331	0
24825	3	331	1
24826	4	331	1
24827	5	331	1
24828	6	331	1
24829	7	331	1
24830	8	331	1
24831	9	331	1
24832	10	331	1
24833	11	331	1
24834	12	331	1
24835	13	331	1
24836	14	331	1
24837	15	331	1
24838	16	331	1
24839	17	331	1
24840	18	331	1
24841	19	331	1
24842	20	331	1
24843	21	331	1
24844	22	331	1
24845	23	331	1
24846	24	331	1
24847	25	331	1
24848	26	331	1
24849	27	331	1
24850	28	331	1
24851	29	331	1
24852	30	331	1
24853	31	331	1
24854	32	331	1
24855	33	331	1
24856	34	331	1
24857	35	331	1
24858	36	331	1
24859	37	331	1
24860	38	331	1
24861	39	331	1
24862	40	331	1
24863	41	331	1
24864	42	331	1
24865	43	331	1
24866	44	331	1
24867	45	331	1
24868	46	331	1
24869	47	331	1
24870	48	331	1
24871	49	331	1
24872	50	331	1
24873	51	331	1
24874	52	331	1
24875	53	331	1
24876	54	331	1
24877	55	331	1
24878	56	331	1
24879	57	331	1
24880	58	331	1
24881	59	331	1
24882	60	331	1
24883	61	331	1
24884	62	331	1
24885	63	331	1
24886	64	331	1
24887	65	331	1
24888	66	331	1
24889	67	331	1
24890	68	331	1
24891	69	331	1
24892	70	331	1
24893	71	331	1
24894	72	331	0
24895	73	331	0
24896	74	331	0
24897	75	331	0
24898	76	331	0
24899	77	331	0
24900	78	331	0
24901	79	331	0
24902	80	331	0
24903	81	331	0
24904	82	331	0
24905	83	331	0
24906	84	331	0
24907	85	331	0
24908	86	331	0
24909	87	331	0
24910	88	331	0
24911	89	331	0
24912	93	331	0
24913	150	331	0
24914	160	331	0
24915	170	331	0
24916	200	331	6
24917	201	331	6
24918	202	331	6
24919	203	331	6
24920	204	331	6
24921	205	331	6
24922	206	331	6
24923	207	331	10
24924	208	331	10
24925	209	331	10
24926	210	331	10
24927	211	331	10
24928	212	331	10
24929	213	331	10
24930	214	331	10
24931	215	331	2
24932	216	331	2
24933	217	331	6
24934	218	331	10
24935	219	331	2
24936	220	331	1
24937	221	331	0
24938	222	331	0
24939	223	331	2
24940	224	331	2
24941	225	331	2
24942	226	331	2
24943	227	331	2
24944	250	331	1
24945	251	331	1
24946	252	331	1
24947	253	331	1
24948	0	332	2
24949	1	332	2
24950	2	332	0
24951	3	332	2
24952	4	332	2
24953	5	332	2
24954	6	332	2
24955	7	332	2
24956	8	332	2
24957	9	332	2
24958	10	332	1
24959	11	332	2
24960	12	332	2
24961	13	332	2
24962	14	332	2
24963	15	332	2
24964	16	332	2
24965	17	332	2
24966	18	332	2
24967	19	332	2
24968	20	332	2
24969	21	332	2
24970	22	332	2
24971	23	332	2
24972	24	332	2
24973	25	332	2
24974	26	332	2
24975	27	332	2
24976	28	332	2
24977	29	332	2
24978	30	332	2
24979	31	332	2
24980	32	332	2
24981	33	332	2
24982	34	332	2
24983	35	332	2
24984	36	332	2
24985	37	332	2
24986	38	332	2
24987	39	332	2
24988	40	332	2
24989	41	332	2
24990	42	332	2
24991	43	332	2
24992	44	332	2
24993	45	332	2
24994	46	332	2
24995	47	332	2
24996	48	332	2
24997	49	332	2
24998	50	332	2
24999	51	332	2
25000	52	332	2
25001	53	332	2
25002	54	332	2
25003	55	332	2
25004	56	332	2
25005	57	332	2
25006	58	332	2
25007	59	332	2
25008	60	332	2
25009	61	332	2
25010	62	332	2
25011	63	332	2
25012	64	332	2
25013	65	332	2
25014	66	332	2
25015	67	332	2
25016	68	332	2
25017	69	332	2
25018	70	332	2
25019	71	332	2
25020	72	332	0
25021	73	332	0
25022	74	332	0
25023	75	332	0
25024	76	332	0
25025	77	332	0
25026	78	332	0
25027	79	332	0
25028	80	332	0
25029	81	332	0
25030	82	332	0
25031	83	332	0
25032	84	332	0
25033	85	332	0
25034	86	332	0
25035	87	332	0
25036	88	332	0
25037	89	332	0
25038	93	332	0
25039	150	332	0
25040	160	332	0
25041	170	332	0
25042	200	332	6
25043	201	332	6
25044	202	332	6
25045	203	332	6
25046	204	332	6
25047	205	332	6
25048	206	332	6
25049	207	332	10
25050	208	332	10
25051	209	332	10
25052	210	332	10
25053	211	332	10
25054	212	332	10
25055	213	332	10
25056	214	332	10
25057	215	332	2
25058	216	332	2
25059	217	332	6
25060	218	332	10
25061	219	332	2
25062	220	332	1
25063	221	332	0
25064	222	332	0
25065	223	332	2
25066	224	332	2
25067	225	332	3
25068	226	332	3
25069	227	332	3
25070	250	332	1
25071	251	332	1
25072	252	332	1
25073	253	332	1
25074	0	333	2
25075	1	333	2
25076	2	333	0
25077	3	333	2
25078	4	333	2
25079	5	333	2
25080	6	333	2
25081	7	333	2
25082	8	333	2
25083	9	333	2
25084	10	333	1
25085	11	333	2
25086	12	333	2
25087	13	333	2
25088	14	333	2
25089	15	333	2
25090	16	333	2
25091	17	333	2
25092	18	333	2
25093	19	333	2
25094	20	333	2
25095	21	333	2
25096	22	333	2
25097	23	333	2
25098	24	333	2
25099	25	333	2
25100	26	333	2
25101	27	333	2
25102	28	333	2
25103	29	333	2
25104	30	333	2
25105	31	333	2
25106	32	333	2
25107	33	333	2
25108	34	333	2
25109	35	333	2
25110	36	333	2
25111	37	333	2
25112	38	333	2
25113	39	333	2
25114	40	333	2
25115	41	333	2
25116	42	333	2
25117	43	333	2
25118	44	333	2
25119	45	333	2
25120	46	333	2
25121	47	333	2
25122	48	333	2
25123	49	333	2
25124	50	333	2
25125	51	333	2
25126	52	333	2
25127	53	333	2
25128	54	333	2
25129	55	333	2
25130	56	333	2
25131	57	333	2
25132	58	333	2
25133	59	333	2
25134	60	333	2
25135	61	333	2
25136	62	333	2
25137	63	333	2
25138	64	333	2
25139	65	333	2
25140	66	333	2
25141	67	333	2
25142	68	333	2
25143	69	333	2
25144	70	333	2
25145	71	333	2
25146	72	333	0
25147	73	333	0
25148	74	333	0
25149	75	333	0
25150	76	333	0
25151	77	333	0
25152	78	333	0
25153	79	333	0
25154	80	333	0
25155	81	333	0
25156	82	333	0
25157	83	333	0
25158	84	333	0
25159	85	333	0
25160	86	333	0
25161	87	333	0
25162	88	333	0
25163	89	333	0
25164	93	333	0
25165	150	333	0
25166	160	333	0
25167	170	333	0
25168	200	333	6
25169	201	333	6
25170	202	333	6
25171	203	333	6
25172	204	333	6
25173	205	333	6
25174	206	333	6
25175	207	333	10
25176	208	333	10
25177	209	333	10
25178	210	333	10
25179	211	333	10
25180	212	333	10
25181	213	333	10
25182	214	333	10
25183	215	333	2
25184	216	333	2
25185	217	333	6
25186	218	333	10
25187	219	333	2
25188	220	333	1
25189	221	333	0
25190	222	333	0
25191	223	333	2
25192	224	333	2
25193	225	333	4
25194	226	333	4
25195	227	333	4
25196	250	333	1
25197	251	333	1
25198	252	333	1
25199	253	333	1
25200	0	334	2
25201	1	334	2
25202	2	334	0
25203	3	334	2
25204	4	334	2
25205	5	334	2
25206	6	334	2
25207	7	334	2
25208	8	334	2
25209	9	334	2
25210	10	334	1
25211	11	334	2
25212	12	334	2
25213	13	334	2
25214	14	334	2
25215	15	334	2
25216	16	334	2
25217	17	334	2
25218	18	334	2
25219	19	334	2
25220	20	334	2
25221	21	334	2
25222	22	334	2
25223	23	334	2
25224	24	334	2
25225	25	334	2
25226	26	334	2
25227	27	334	2
25228	28	334	2
25229	29	334	2
25230	30	334	2
25231	31	334	2
25232	32	334	2
25233	33	334	2
25234	34	334	2
25235	35	334	2
25236	36	334	2
25237	37	334	2
25238	38	334	2
25239	39	334	2
25240	40	334	2
25241	41	334	2
25242	42	334	2
25243	43	334	2
25244	44	334	2
25245	45	334	2
25246	46	334	2
25247	47	334	2
25248	48	334	2
25249	49	334	2
25250	50	334	2
25251	51	334	2
25252	52	334	2
25253	53	334	2
25254	54	334	2
25255	55	334	2
25256	56	334	2
25257	57	334	2
25258	58	334	2
25259	59	334	2
25260	60	334	2
25261	61	334	2
25262	62	334	2
25263	63	334	2
25264	64	334	2
25265	65	334	2
25266	66	334	2
25267	67	334	2
25268	68	334	2
25269	69	334	2
25270	70	334	2
25271	71	334	3
25272	72	334	0
25273	73	334	0
25274	74	334	0
25275	75	334	0
25276	76	334	0
25277	77	334	0
25278	78	334	0
25279	79	334	0
25280	80	334	0
25281	81	334	0
25282	82	334	0
25283	83	334	0
25284	84	334	0
25285	85	334	0
25286	86	334	0
25287	87	334	0
25288	88	334	0
25289	89	334	0
25290	93	334	0
25291	150	334	0
25292	160	334	0
25293	170	334	0
25294	200	334	6
25295	201	334	6
25296	202	334	6
25297	203	334	6
25298	204	334	6
25299	205	334	6
25300	206	334	6
25301	207	334	10
25302	208	334	10
25303	209	334	10
25304	210	334	10
25305	211	334	10
25306	212	334	10
25307	213	334	10
25308	214	334	10
25309	215	334	2
25310	216	334	2
25311	217	334	6
25312	218	334	10
25313	219	334	2
25314	220	334	1
25315	221	334	0
25316	222	334	0
25317	223	334	2
25318	224	334	2
25319	225	334	4
25320	226	334	4
25321	227	334	4
25322	250	334	1
25323	251	334	1
25324	252	334	1
25325	253	334	1
25326	0	335	3
25327	1	335	3
25328	2	335	0
25329	3	335	3
25330	4	335	3
25331	5	335	3
25332	6	335	3
25333	7	335	3
25334	8	335	3
25335	9	335	3
25336	10	335	2
25337	11	335	3
25338	12	335	3
25339	13	335	3
25340	14	335	3
25341	15	335	3
25342	16	335	3
25343	17	335	3
25344	18	335	3
25345	19	335	3
25346	20	335	3
25347	21	335	3
25348	22	335	3
25349	23	335	3
25350	24	335	3
25351	25	335	3
25352	26	335	3
25353	27	335	3
25354	28	335	3
25355	29	335	3
25356	30	335	3
25357	31	335	3
25358	32	335	3
25359	33	335	3
25360	34	335	3
25361	35	335	3
25362	36	335	3
25363	37	335	3
25364	38	335	3
25365	39	335	3
25366	40	335	3
25367	41	335	3
25368	42	335	3
25369	43	335	3
25370	44	335	3
25371	45	335	3
25372	46	335	3
25373	47	335	3
25374	48	335	3
25375	49	335	3
25376	50	335	3
25377	51	335	3
25378	52	335	3
25379	53	335	3
25380	54	335	3
25381	55	335	3
25382	56	335	3
25383	57	335	3
25384	58	335	3
25385	59	335	3
25386	60	335	3
25387	61	335	3
25388	62	335	3
25389	63	335	3
25390	64	335	3
25391	65	335	3
25392	66	335	3
25393	67	335	3
25394	68	335	3
25395	69	335	3
25396	70	335	3
25397	71	335	4
25398	72	335	0
25399	73	335	0
25400	74	335	0
25401	75	335	0
25402	76	335	0
25403	77	335	0
25404	78	335	0
25405	79	335	0
25406	80	335	0
25407	81	335	0
25408	82	335	0
25409	83	335	0
25410	84	335	0
25411	85	335	0
25412	86	335	0
25413	87	335	0
25414	88	335	0
